sex	age	l	m	s
1	797	-0.1927	7.7185	0.20517
1	798	-0.1928	7.719	0.2052
1	799	-0.193	7.7195	0.20524
1	800	-0.1931	7.72	0.20527
1	801	-0.1933	7.7205	0.2053
1	802	-0.1934	7.7211	0.20534
1	803	-0.1936	7.7216	0.20537
1	804	-0.1938	7.7221	0.20541
1	805	-0.1939	7.7226	0.20544
1	806	-0.1941	7.7231	0.20548
1	807	-0.1942	7.7236	0.20551
1	808	-0.1944	7.7241	0.20555
1	809	-0.1945	7.7247	0.20558
1	810	-0.1947	7.7252	0.20562
1	811	-0.1948	7.7257	0.20565
1	812	-0.195	7.7262	0.20569
1	813	-0.1951	7.7267	0.20572
1	814	-0.1953	7.7272	0.20576
1	815	-0.1954	7.7277	0.20579
1	816	-0.1956	7.7282	0.20583
1	817	-0.1957	7.7287	0.20586
1	818	-0.1959	7.7293	0.2059
1	819	-0.196	7.7298	0.20593
1	820	-0.1962	7.7303	0.20597
1	821	-0.1963	7.7308	0.206
1	822	-0.1965	7.7313	0.20604
1	823	-0.1966	7.7318	0.20607
1	824	-0.1968	7.7323	0.2061
1	825	-0.1969	7.7328	0.20614
1	826	-0.1971	7.7333	0.20617
1	827	-0.1972	7.7338	0.20621
1	828	-0.1974	7.7343	0.20624
1	829	-0.1975	7.7348	0.20628
1	830	-0.1977	7.7353	0.20631
1	831	-0.1978	7.7358	0.20635
1	832	-0.198	7.7363	0.20639
1	833	-0.1981	7.7368	0.20642
1	834	-0.1983	7.7373	0.20646
1	835	-0.1984	7.7378	0.20649
1	836	-0.1986	7.7383	0.20653
1	837	-0.1987	7.7388	0.20656
1	838	-0.1989	7.7393	0.2066
1	839	-0.199	7.7398	0.20663
1	840	-0.1992	7.7403	0.20667
1	841	-0.1993	7.7408	0.2067
1	842	-0.1995	7.7413	0.20674
1	843	-0.1996	7.7418	0.20677
1	844	-0.1998	7.7423	0.20681
1	845	-0.1999	7.7428	0.20684
1	846	-0.2001	7.7433	0.20688
1	847	-0.2002	7.7437	0.20691
1	848	-0.2004	7.7442	0.20695
1	849	-0.2005	7.7447	0.20698
1	850	-0.2007	7.7452	0.20702
1	851	-0.2008	7.7457	0.20705
1	852	-0.2009	7.7462	0.20709
1	853	-0.2011	7.7466	0.20712
1	854	-0.2012	7.7471	0.20716
1	855	-0.2014	7.7476	0.20719
1	856	-0.2015	7.7481	0.20723
1	857	-0.2017	7.7486	0.20727
1	858	-0.2018	7.749	0.2073
1	859	-0.202	7.7495	0.20734
1	860	-0.2021	7.75	0.20737
1	861	-0.2023	7.7504	0.20741
1	862	-0.2024	7.7509	0.20744
1	863	-0.2026	7.7514	0.20748
1	864	-0.2027	7.7518	0.20751
1	865	-0.2028	7.7523	0.20755
1	866	-0.203	7.7528	0.20758
1	867	-0.2031	7.7532	0.20762
1	868	-0.2033	7.7537	0.20766
1	869	-0.2034	7.7541	0.20769
1	870	-0.2036	7.7546	0.20773
1	871	-0.2037	7.7551	0.20776
1	872	-0.2039	7.7555	0.2078
1	873	-0.204	7.756	0.20783
1	874	-0.2041	7.7564	0.20787
1	875	-0.2043	7.7569	0.20791
1	876	-0.2044	7.7573	0.20794
1	877	-0.2046	7.7577	0.20798
1	878	-0.2047	7.7582	0.20801
1	879	-0.2049	7.7586	0.20805
1	880	-0.205	7.7591	0.20808
1	881	-0.2052	7.7595	0.20812
1	882	-0.2053	7.7599	0.20816
1	883	-0.2054	7.7604	0.20819
1	884	-0.2056	7.7608	0.20823
1	885	-0.2057	7.7612	0.20826
1	886	-0.2059	7.7617	0.2083
1	887	-0.206	7.7621	0.20833
1	888	-0.2062	7.7625	0.20837
1	889	-0.2063	7.7629	0.20841
1	890	-0.2064	7.7634	0.20844
1	891	-0.2066	7.7638	0.20848
1	892	-0.2067	7.7642	0.20851
1	893	-0.2069	7.7646	0.20855
1	894	-0.207	7.765	0.20859
1	895	-0.2072	7.7654	0.20862
1	896	-0.2073	7.7659	0.20866
1	897	-0.2074	7.7663	0.20869
1	898	-0.2076	7.7667	0.20873
1	899	-0.2077	7.7671	0.20877
1	900	-0.2079	7.7675	0.2088
1	901	-0.208	7.7679	0.20884
1	902	-0.2081	7.7683	0.20887
1	903	-0.2083	7.7687	0.20891
1	904	-0.2084	7.7691	0.20895
1	905	-0.2086	7.7695	0.20898
1	906	-0.2087	7.7699	0.20902
1	907	-0.2088	7.7703	0.20905
1	908	-0.209	7.7707	0.20909
1	909	-0.2091	7.771	0.20913
1	910	-0.2093	7.7714	0.20916
1	911	-0.2094	7.7718	0.2092
1	912	-0.2095	7.7722	0.20924
1	913	-0.2097	7.7726	0.20927
1	914	-0.2098	7.773	0.20931
1	915	-0.21	7.7733	0.20934
1	916	-0.2101	7.7737	0.20938
1	917	-0.2102	7.7741	0.20942
1	918	-0.2104	7.7744	0.20945
1	919	-0.2105	7.7748	0.20949
1	920	-0.2107	7.7752	0.20953
1	921	-0.2108	7.7755	0.20956
1	922	-0.2109	7.7759	0.2096
1	923	-0.2111	7.7763	0.20964
1	924	-0.2112	7.7766	0.20967
1	925	-0.2114	7.777	0.20971
1	926	-0.2115	7.7773	0.20975
1	927	-0.2116	7.7777	0.20978
1	928	-0.2118	7.778	0.20982
1	929	-0.2119	7.7784	0.20985
1	930	-0.2121	7.7787	0.20989
1	931	-0.2122	7.7791	0.20993
1	932	-0.2123	7.7794	0.20996
1	933	-0.2125	7.7798	0.21
1	934	-0.2126	7.7801	0.21004
1	935	-0.2127	7.7804	0.21007
1	936	-0.2129	7.7808	0.21011
1	937	-0.213	7.7811	0.21015
1	938	-0.2132	7.7814	0.21019
1	939	-0.2133	7.7818	0.21022
1	940	-0.2134	7.7821	0.21026
1	941	-0.2136	7.7824	0.2103
1	942	-0.2137	7.7827	0.21033
1	943	-0.2138	7.7831	0.21037
1	944	-0.214	7.7834	0.21041
1	945	-0.2141	7.7837	0.21044
1	946	-0.2142	7.784	0.21048
1	947	-0.2144	7.7843	0.21052
1	948	-0.2145	7.7846	0.21055
1	949	-0.2147	7.7849	0.21059
1	950	-0.2148	7.7852	0.21063
1	951	-0.2149	7.7856	0.21067
1	952	-0.2151	7.7859	0.2107
1	953	-0.2152	7.7862	0.21074
1	954	-0.2153	7.7865	0.21078
1	955	-0.2155	7.7867	0.21081
1	956	-0.2156	7.787	0.21085
1	957	-0.2157	7.7873	0.21089
1	958	-0.2159	7.7876	0.21093
1	959	-0.216	7.7879	0.21096
1	960	-0.2161	7.7882	0.211
1	961	-0.2163	7.7885	0.21104
1	962	-0.2164	7.7888	0.21108
1	963	-0.2166	7.789	0.21111
1	964	-0.2167	7.7893	0.21115
1	965	-0.2168	7.7896	0.21119
1	966	-0.217	7.7899	0.21123
1	967	-0.2171	7.7901	0.21126
1	968	-0.2172	7.7904	0.2113
1	969	-0.2174	7.7907	0.21134
1	970	-0.2175	7.791	0.21138
1	971	-0.2176	7.7912	0.21141
1	972	-0.2178	7.7915	0.21145
1	973	-0.2179	7.7917	0.21149
1	974	-0.218	7.792	0.21153
1	975	-0.2182	7.7923	0.21157
1	976	-0.2183	7.7925	0.2116
1	977	-0.2184	7.7928	0.21164
1	978	-0.2186	7.793	0.21168
1	979	-0.2187	7.7933	0.21172
1	980	-0.2188	7.7935	0.21175
1	981	-0.219	7.7937	0.21179
1	982	-0.2191	7.794	0.21183
1	983	-0.2192	7.7942	0.21187
1	984	-0.2194	7.7945	0.21191
1	985	-0.2195	7.7947	0.21195
1	986	-0.2196	7.7949	0.21198
1	987	-0.2198	7.7952	0.21202
1	988	-0.2199	7.7954	0.21206
1	989	-0.22	7.7956	0.2121
1	990	-0.2202	7.7959	0.21214
1	991	-0.2203	7.7961	0.21217
1	992	-0.2204	7.7963	0.21221
1	993	-0.2206	7.7965	0.21225
1	994	-0.2207	7.7967	0.21229
1	995	-0.2208	7.797	0.21233
1	996	-0.2209	7.7972	0.21237
1	997	-0.2211	7.7974	0.21241
1	998	-0.2212	7.7976	0.21244
1	999	-0.2213	7.7978	0.21248
1	1000	-0.2215	7.798	0.21252
1	1001	-0.2216	7.7982	0.21256
1	1002	-0.2217	7.7984	0.2126
1	1003	-0.2219	7.7986	0.21264
1	1004	-0.222	7.7988	0.21268
1	1005	-0.2221	7.799	0.21272
1	1006	-0.2223	7.7992	0.21275
1	1007	-0.2224	7.7994	0.21279
1	1008	-0.2225	7.7996	0.21283
1	1009	-0.2227	7.7998	0.21287
1	1010	-0.2228	7.8	0.21291
1	1011	-0.2229	7.8002	0.21295
1	1012	-0.223	7.8004	0.21299
1	1013	-0.2232	7.8005	0.21303
1	1014	-0.2233	7.8007	0.21307
1	1015	-0.2234	7.8009	0.21311
1	1016	-0.2236	7.8011	0.21315
1	1017	-0.2237	7.8012	0.21319
1	1018	-0.2238	7.8014	0.21322
1	1019	-0.224	7.8016	0.21326
1	1020	-0.2241	7.8018	0.2133
1	1021	-0.2242	7.8019	0.21334
1	1022	-0.2243	7.8021	0.21338
1	1023	-0.2245	7.8022	0.21342
1	1024	-0.2246	7.8024	0.21346
1	1025	-0.2247	7.8026	0.2135
1	1026	-0.2249	7.8027	0.21354
1	1027	-0.225	7.8029	0.21358
1	1028	-0.2251	7.803	0.21362
1	1029	-0.2252	7.8032	0.21366
1	1030	-0.2254	7.8033	0.2137
1	1031	-0.2255	7.8035	0.21374
1	1032	-0.2256	7.8036	0.21378
1	1033	-0.2258	7.8038	0.21382
1	1034	-0.2259	7.8039	0.21386
1	1035	-0.226	7.804	0.2139
1	1036	-0.2261	7.8042	0.21394
1	1037	-0.2263	7.8043	0.21398
1	1038	-0.2264	7.8045	0.21402
1	1039	-0.2265	7.8046	0.21406
1	1040	-0.2267	7.8047	0.2141
1	1041	-0.2268	7.8048	0.21414
1	1042	-0.2269	7.805	0.21418
1	1043	-0.227	7.8051	0.21422
1	1044	-0.2272	7.8052	0.21426
1	1045	-0.2273	7.8053	0.2143
1	1046	-0.2274	7.8055	0.21434
1	1047	-0.2275	7.8056	0.21438
1	1048	-0.2277	7.8057	0.21442
1	1049	-0.2278	7.8058	0.21446
1	1050	-0.2279	7.8059	0.21451
1	1051	-0.2281	7.806	0.21455
1	1052	-0.2282	7.8061	0.21459
1	1053	-0.2283	7.8063	0.21463
1	1054	-0.2284	7.8064	0.21467
1	1055	-0.2286	7.8065	0.21471
1	1056	-0.2287	7.8066	0.21475
1	1057	-0.2288	7.8067	0.21479
1	1058	-0.2289	7.8068	0.21483
1	1059	-0.2291	7.8069	0.21487
1	1060	-0.2292	7.807	0.21491
1	1061	-0.2293	7.807	0.21495
1	1062	-0.2294	7.8071	0.215
1	1063	-0.2296	7.8072	0.21504
1	1064	-0.2297	7.8073	0.21508
1	1065	-0.2298	7.8074	0.21512
1	1066	-0.2299	7.8075	0.21516
1	1067	-0.2301	7.8076	0.2152
1	1068	-0.2302	7.8077	0.21524
1	1069	-0.2303	7.8077	0.21529
1	1070	-0.2304	7.8078	0.21533
1	1071	-0.2306	7.8079	0.21537
1	1072	-0.2307	7.808	0.21541
1	1073	-0.2308	7.8081	0.21545
1	1074	-0.2309	7.8081	0.21549
1	1075	-0.2311	7.8082	0.21553
1	1076	-0.2312	7.8083	0.21558
1	1077	-0.2313	7.8083	0.21562
1	1078	-0.2314	7.8084	0.21566
1	1079	-0.2316	7.8085	0.2157
1	1080	-0.2317	7.8085	0.21574
1	1081	-0.2318	7.8086	0.21579
1	1082	-0.2319	7.8087	0.21583
1	1083	-0.2321	7.8087	0.21587
1	1084	-0.2322	7.8088	0.21591
1	1085	-0.2323	7.8088	0.21595
1	1086	-0.2324	7.8089	0.216
1	1087	-0.2326	7.809	0.21604
1	1088	-0.2327	7.809	0.21608
1	1089	-0.2328	7.8091	0.21612
1	1090	-0.2329	7.8091	0.21617
1	1091	-0.2331	7.8092	0.21621
1	1092	-0.2332	7.8092	0.21625
1	1093	-0.2333	7.8093	0.21629
1	1094	-0.2334	7.8093	0.21634
1	1095	-0.2336	7.8094	0.21638
1	1096	-0.2337	7.8094	0.21642
1	1097	-0.2338	7.8094	0.21646
1	1098	-0.2339	7.8095	0.21651
1	1099	-0.234	7.8095	0.21655
1	1100	-0.2342	7.8096	0.21659
1	1101	-0.2343	7.8096	0.21663
1	1102	-0.2344	7.8096	0.21668
1	1103	-0.2345	7.8097	0.21672
1	1104	-0.2347	7.8097	0.21676
1	1105	-0.2348	7.8097	0.21681
1	1106	-0.2349	7.8098	0.21685
1	1107	-0.235	7.8098	0.21689
1	1108	-0.2351	7.8098	0.21694
1	1109	-0.2353	7.8098	0.21698
1	1110	-0.2354	7.8099	0.21702
1	1111	-0.2355	7.8099	0.21707
1	1112	-0.2356	7.8099	0.21711
1	1113	-0.2358	7.8099	0.21715
1	1114	-0.2359	7.8099	0.2172
1	1115	-0.236	7.81	0.21724
1	1116	-0.2361	7.81	0.21728
1	1117	-0.2362	7.81	0.21733
1	1118	-0.2364	7.81	0.21737
1	1119	-0.2365	7.81	0.21741
1	1120	-0.2366	7.81	0.21746
1	1121	-0.2367	7.81	0.2175
1	1122	-0.2369	7.8101	0.21754
1	1123	-0.237	7.8101	0.21759
1	1124	-0.2371	7.8101	0.21763
1	1125	-0.2372	7.8101	0.21768
1	1126	-0.2373	7.8101	0.21772
1	1127	-0.2375	7.8101	0.21776
1	1128	-0.2376	7.8101	0.21781
1	1129	-0.2377	7.8101	0.21785
1	1130	-0.2378	7.8101	0.2179
1	1131	-0.2379	7.8101	0.21794
1	1132	-0.2381	7.8101	0.21798
1	1133	-0.2382	7.8101	0.21803
1	1134	-0.2383	7.8101	0.21807
1	1135	-0.2384	7.8101	0.21812
1	1136	-0.2385	7.8101	0.21816
1	1137	-0.2387	7.8101	0.21821
1	1138	-0.2388	7.81	0.21825
1	1139	-0.2389	7.81	0.2183
1	1140	-0.239	7.81	0.21834
1	1141	-0.2391	7.81	0.21838
1	1142	-0.2393	7.81	0.21843
1	1143	-0.2394	7.81	0.21847
1	1144	-0.2395	7.81	0.21852
1	1145	-0.2396	7.8099	0.21856
1	1146	-0.2397	7.8099	0.21861
1	1147	-0.2399	7.8099	0.21865
1	1148	-0.24	7.8099	0.2187
1	1149	-0.2401	7.8098	0.21874
1	1150	-0.2402	7.8098	0.21879
1	1151	-0.2403	7.8098	0.21883
1	1152	-0.2405	7.8098	0.21888
1	1153	-0.2406	7.8097	0.21892
1	1154	-0.2407	7.8097	0.21897
1	1155	-0.2408	7.8097	0.21901
1	1156	-0.2409	7.8096	0.21906
1	1157	-0.241	7.8096	0.21911
1	1158	-0.2412	7.8096	0.21915
1	1159	-0.2413	7.8095	0.2192
1	1160	-0.2414	7.8095	0.21924
1	1161	-0.2415	7.8095	0.21929
1	1162	-0.2416	7.8094	0.21933
1	1163	-0.2418	7.8094	0.21938
1	1164	-0.2419	7.8093	0.21942
1	1165	-0.242	7.8093	0.21947
1	1166	-0.2421	7.8092	0.21952
1	1167	-0.2422	7.8092	0.21956
1	1168	-0.2423	7.8092	0.21961
1	1169	-0.2425	7.8091	0.21965
1	1170	-0.2426	7.8091	0.2197
1	1171	-0.2427	7.809	0.21975
1	1172	-0.2428	7.8089	0.21979
1	1173	-0.2429	7.8089	0.21984
1	1174	-0.2431	7.8088	0.21988
1	1175	-0.2432	7.8088	0.21993
1	1176	-0.2433	7.8087	0.21998
1	1177	-0.2434	7.8087	0.22002
1	1178	-0.2435	7.8086	0.22007
1	1179	-0.2436	7.8085	0.22012
1	1180	-0.2438	7.8085	0.22016
1	1181	-0.2439	7.8084	0.22021
1	1182	-0.244	7.8083	0.22026
1	1183	-0.2441	7.8083	0.2203
1	1184	-0.2442	7.8082	0.22035
1	1185	-0.2443	7.8081	0.2204
1	1186	-0.2445	7.8081	0.22044
1	1187	-0.2446	7.808	0.22049
1	1188	-0.2447	7.8079	0.22054
1	1189	-0.2448	7.8078	0.22058
1	1190	-0.2449	7.8078	0.22063
1	1191	-0.245	7.8077	0.22068
1	1192	-0.2452	7.8076	0.22072
1	1193	-0.2453	7.8075	0.22077
1	1194	-0.2454	7.8074	0.22082
1	1195	-0.2455	7.8073	0.22087
1	1196	-0.2456	7.8073	0.22091
1	1197	-0.2457	7.8072	0.22096
1	1198	-0.2458	7.8071	0.22101
1	1199	-0.246	7.807	0.22106
1	1200	-0.2461	7.8069	0.2211
1	1201	-0.2462	7.8068	0.22115
1	1202	-0.2463	7.8067	0.2212
1	1203	-0.2464	7.8066	0.22125
1	1204	-0.2465	7.8065	0.22129
1	1205	-0.2467	7.8064	0.22134
1	1206	-0.2468	7.8063	0.22139
1	1207	-0.2469	7.8062	0.22144
1	1208	-0.247	7.8061	0.22148
1	1209	-0.2471	7.806	0.22153
1	1210	-0.2472	7.8059	0.22158
1	1211	-0.2473	7.8058	0.22163
1	1212	-0.2475	7.8057	0.22168
1	1213	-0.2476	7.8056	0.22172
1	1214	-0.2477	7.8055	0.22177
1	1215	-0.2478	7.8054	0.22182
1	1216	-0.2479	7.8053	0.22187
1	1217	-0.248	7.8051	0.22192
1	1218	-0.2481	7.805	0.22197
1	1219	-0.2483	7.8049	0.22201
1	1220	-0.2484	7.8048	0.22206
1	1221	-0.2485	7.8047	0.22211
1	1222	-0.2486	7.8045	0.22216
1	1223	-0.2487	7.8044	0.22221
1	1224	-0.2488	7.8043	0.22226
1	1225	-0.2489	7.8042	0.2223
1	1226	-0.2491	7.804	0.22235
1	1227	-0.2492	7.8039	0.2224
1	1228	-0.2493	7.8038	0.22245
1	1229	-0.2494	7.8036	0.2225
1	1230	-0.2495	7.8035	0.22255
1	1231	-0.2496	7.8034	0.2226
1	1232	-0.2497	7.8032	0.22265
1	1233	-0.2499	7.8031	0.2227
1	1234	-0.25	7.803	0.22274
1	1235	-0.2501	7.8028	0.22279
1	1236	-0.2502	7.8027	0.22284
1	1237	-0.2503	7.8025	0.22289
1	1238	-0.2504	7.8024	0.22294
1	1239	-0.2505	7.8022	0.22299
1	1240	-0.2506	7.8021	0.22304
1	1241	-0.2508	7.802	0.22309
1	1242	-0.2509	7.8018	0.22314
1	1243	-0.251	7.8016	0.22319
1	1244	-0.2511	7.8015	0.22324
1	1245	-0.2512	7.8013	0.22329
1	1246	-0.2513	7.8012	0.22334
1	1247	-0.2514	7.801	0.22339
1	1248	-0.2516	7.8009	0.22344
1	1249	-0.2517	7.8007	0.22349
1	1250	-0.2518	7.8005	0.22354
1	1251	-0.2519	7.8004	0.22359
1	1252	-0.252	7.8002	0.22363
1	1253	-0.2521	7.8001	0.22368
1	1254	-0.2522	7.7999	0.22373
1	1255	-0.2523	7.7997	0.22378
1	1256	-0.2524	7.7995	0.22383
1	1257	-0.2526	7.7994	0.22388
1	1258	-0.2527	7.7992	0.22393
1	1259	-0.2528	7.799	0.22399
1	1260	-0.2529	7.7989	0.22404
1	1261	-0.253	7.7987	0.22409
1	1262	-0.2531	7.7985	0.22414
1	1263	-0.2532	7.7983	0.22419
1	1264	-0.2533	7.7981	0.22424
1	1265	-0.2535	7.798	0.22429
1	1266	-0.2536	7.7978	0.22434
1	1267	-0.2537	7.7976	0.22439
1	1268	-0.2538	7.7974	0.22444
1	1269	-0.2539	7.7972	0.22449
1	1270	-0.254	7.797	0.22454
1	1271	-0.2541	7.7968	0.22459
1	1272	-0.2542	7.7966	0.22464
1	1273	-0.2543	7.7964	0.22469
1	1274	-0.2545	7.7962	0.22474
1	1275	-0.2546	7.796	0.22479
1	1276	-0.2547	7.7958	0.22484
1	1277	-0.2548	7.7956	0.22489
1	1278	-0.2549	7.7954	0.22495
1	1279	-0.255	7.7952	0.225
1	1280	-0.2551	7.795	0.22505
1	1281	-0.2552	7.7948	0.2251
1	1282	-0.2553	7.7946	0.22515
1	1283	-0.2554	7.7944	0.2252
1	1284	-0.2556	7.7942	0.22525
1	1285	-0.2557	7.794	0.2253
1	1286	-0.2558	7.7938	0.22535
1	1287	-0.2559	7.7936	0.22541
1	1288	-0.256	7.7933	0.22546
1	1289	-0.2561	7.7931	0.22551
1	1290	-0.2562	7.7929	0.22556
1	1291	-0.2563	7.7927	0.22561
1	1292	-0.2564	7.7925	0.22566
1	1293	-0.2565	7.7922	0.22571
1	1294	-0.2567	7.792	0.22576
1	1295	-0.2568	7.7918	0.22582
1	1296	-0.2569	7.7916	0.22587
1	1297	-0.257	7.7913	0.22592
1	1298	-0.2571	7.7911	0.22597
1	1299	-0.2572	7.7909	0.22602
1	1300	-0.2573	7.7906	0.22607
1	1301	-0.2574	7.7904	0.22613
1	1302	-0.2575	7.7902	0.22618
1	1303	-0.2576	7.7899	0.22623
1	1304	-0.2578	7.7897	0.22628
1	1305	-0.2579	7.7895	0.22633
1	1306	-0.258	7.7892	0.22639
1	1307	-0.2581	7.789	0.22644
1	1308	-0.2582	7.7887	0.22649
1	1309	-0.2583	7.7885	0.22654
1	1310	-0.2584	7.7882	0.22659
1	1311	-0.2585	7.788	0.22665
1	1312	-0.2586	7.7877	0.2267
1	1313	-0.2587	7.7875	0.22675
1	1314	-0.2588	7.7872	0.2268
1	1315	-0.2589	7.787	0.22685
1	1316	-0.2591	7.7867	0.22691
1	1317	-0.2592	7.7865	0.22696
1	1318	-0.2593	7.7862	0.22701
1	1319	-0.2594	7.786	0.22706
1	1320	-0.2595	7.7857	0.22712
1	1321	-0.2596	7.7854	0.22717
1	1322	-0.2597	7.7852	0.22722
1	1323	-0.2598	7.7849	0.22727
1	1324	-0.2599	7.7846	0.22733
1	1325	-0.26	7.7844	0.22738
1	1326	-0.2601	7.7841	0.22743
1	1327	-0.2602	7.7838	0.22748
1	1328	-0.2604	7.7836	0.22754
1	1329	-0.2605	7.7833	0.22759
1	1330	-0.2606	7.783	0.22764
1	1331	-0.2607	7.7827	0.22769
1	1332	-0.2608	7.7825	0.22775
1	1333	-0.2609	7.7822	0.2278
1	1334	-0.261	7.7819	0.22785
1	1335	-0.2611	7.7816	0.2279
1	1336	-0.2612	7.7813	0.22796
1	1337	-0.2613	7.781	0.22801
1	1338	-0.2614	7.7808	0.22806
1	1339	-0.2615	7.7805	0.22812
1	1340	-0.2616	7.7802	0.22817
1	1341	-0.2617	7.7799	0.22822
1	1342	-0.2619	7.7796	0.22827
1	1343	-0.262	7.7793	0.22833
1	1344	-0.2621	7.779	0.22838
1	1345	-0.2622	7.7787	0.22843
1	1346	-0.2623	7.7784	0.22849
1	1347	-0.2624	7.7781	0.22854
1	1348	-0.2625	7.7778	0.22859
1	1349	-0.2626	7.7775	0.22865
1	1350	-0.2627	7.7772	0.2287
1	1351	-0.2628	7.7769	0.22875
1	1352	-0.2629	7.7766	0.22881
1	1353	-0.263	7.7763	0.22886
1	1354	-0.2631	7.776	0.22891
1	1355	-0.2632	7.7757	0.22897
1	1356	-0.2633	7.7754	0.22902
1	1357	-0.2634	7.7751	0.22907
1	1358	-0.2636	7.7748	0.22913
1	1359	-0.2637	7.7745	0.22918
1	1360	-0.2638	7.7741	0.22923
1	1361	-0.2639	7.7738	0.22929
1	1362	-0.264	7.7735	0.22934
1	1363	-0.2641	7.7732	0.22939
1	1364	-0.2642	7.7729	0.22945
1	1365	-0.2643	7.7725	0.2295
1	1366	-0.2644	7.7722	0.22955
1	1367	-0.2645	7.7719	0.22961
1	1368	-0.2646	7.7716	0.22966
1	1369	-0.2647	7.7712	0.22972
1	1370	-0.2648	7.7709	0.22977
1	1371	-0.2649	7.7706	0.22982
1	1372	-0.265	7.7703	0.22988
1	1373	-0.2651	7.7699	0.22993
1	1374	-0.2652	7.7696	0.22998
1	1375	-0.2653	7.7693	0.23004
1	1376	-0.2655	7.7689	0.23009
1	1377	-0.2656	7.7686	0.23015
1	1378	-0.2657	7.7683	0.2302
1	1379	-0.2658	7.7679	0.23025
1	1380	-0.2659	7.7676	0.23031
1	1381	-0.266	7.7672	0.23036
1	1382	-0.2661	7.7669	0.23042
1	1383	-0.2662	7.7666	0.23047
1	1384	-0.2663	7.7662	0.23052
1	1385	-0.2664	7.7659	0.23058
1	1386	-0.2665	7.7655	0.23063
1	1387	-0.2666	7.7652	0.23069
1	1388	-0.2667	7.7648	0.23074
1	1389	-0.2668	7.7645	0.23079
1	1390	-0.2669	7.7641	0.23085
1	1391	-0.267	7.7638	0.2309
1	1392	-0.2671	7.7634	0.23096
1	1393	-0.2672	7.7631	0.23101
1	1394	-0.2673	7.7627	0.23106
1	1395	-0.2674	7.7623	0.23112
1	1396	-0.2675	7.762	0.23117
1	1397	-0.2676	7.7616	0.23123
1	1398	-0.2678	7.7613	0.23128
1	1399	-0.2679	7.7609	0.23134
1	1400	-0.268	7.7605	0.23139
1	1401	-0.2681	7.7602	0.23144
1	1402	-0.2682	7.7598	0.2315
1	1403	-0.2683	7.7594	0.23155
1	1404	-0.2684	7.7591	0.23161
1	1405	-0.2685	7.7587	0.23166
1	1406	-0.2686	7.7583	0.23172
1	1407	-0.2687	7.758	0.23177
1	1408	-0.2688	7.7576	0.23182
1	1409	-0.2689	7.7572	0.23188
1	1410	-0.269	7.7569	0.23193
1	1411	-0.2691	7.7565	0.23199
1	1412	-0.2692	7.7561	0.23204
1	1413	-0.2693	7.7557	0.2321
1	1414	-0.2694	7.7553	0.23215
1	1415	-0.2695	7.755	0.23221
1	1416	-0.2696	7.7546	0.23226
1	1417	-0.2697	7.7542	0.23232
1	1418	-0.2698	7.7538	0.23237
1	1419	-0.2699	7.7534	0.23242
1	1420	-0.27	7.7531	0.23248
1	1421	-0.2701	7.7527	0.23253
1	1422	-0.2702	7.7523	0.23259
1	1423	-0.2703	7.7519	0.23264
1	1424	-0.2704	7.7515	0.2327
1	1425	-0.2705	7.7511	0.23275
1	1426	-0.2706	7.7507	0.23281
1	1427	-0.2707	7.7503	0.23286
1	1428	-0.2708	7.7499	0.23292
1	1429	-0.2709	7.7495	0.23297
1	1430	-0.271	7.7492	0.23303
1	1431	-0.2711	7.7488	0.23308
1	1432	-0.2713	7.7484	0.23314
1	1433	-0.2714	7.748	0.23319
1	1434	-0.2715	7.7476	0.23325
1	1435	-0.2716	7.7472	0.2333
1	1436	-0.2717	7.7468	0.23336
1	1437	-0.2718	7.7464	0.23341
1	1438	-0.2719	7.746	0.23347
1	1439	-0.272	7.7456	0.23352
1	1440	-0.2721	7.7451	0.23358
1	1441	-0.2722	7.7447	0.23363
1	1442	-0.2723	7.7443	0.23369
1	1443	-0.2724	7.7439	0.23374
1	1444	-0.2725	7.7435	0.2338
1	1445	-0.2726	7.7431	0.23385
1	1446	-0.2727	7.7427	0.23391
1	1447	-0.2728	7.7423	0.23396
1	1448	-0.2729	7.7419	0.23402
1	1449	-0.273	7.7415	0.23407
1	1450	-0.2731	7.741	0.23413
1	1451	-0.2732	7.7406	0.23418
1	1452	-0.2733	7.7402	0.23424
1	1453	-0.2734	7.7398	0.23429
1	1454	-0.2735	7.7394	0.23435
1	1455	-0.2736	7.739	0.2344
1	1456	-0.2737	7.7385	0.23446
1	1457	-0.2738	7.7381	0.23451
1	1458	-0.2739	7.7377	0.23457
1	1459	-0.274	7.7373	0.23462
1	1460	-0.2741	7.7369	0.23468
1	1461	-0.2742	7.7364	0.23473
1	1462	-0.2743	7.736	0.23479
1	1463	-0.2744	7.7356	0.23484
1	1464	-0.2745	7.7352	0.2349
1	1465	-0.2746	7.7347	0.23495
1	1466	-0.2747	7.7343	0.23501
1	1467	-0.2748	7.7339	0.23506
1	1468	-0.2749	7.7335	0.23512
1	1469	-0.275	7.733	0.23517
1	1470	-0.2751	7.7326	0.23523
1	1471	-0.2752	7.7322	0.23528
1	1472	-0.2753	7.7317	0.23534
1	1473	-0.2754	7.7313	0.2354
1	1474	-0.2755	7.7309	0.23545
1	1475	-0.2756	7.7305	0.23551
1	1476	-0.2757	7.73	0.23556
1	1477	-0.2758	7.7296	0.23562
1	1478	-0.2759	7.7291	0.23567
