sex	age	l	m	s
1	797	-0.6718	5.8861	0.18169
1	798	-0.6722	5.8855	0.1817
1	799	-0.6726	5.885	0.18171
1	800	-0.673	5.8844	0.18173
1	801	-0.6734	5.8839	0.18174
1	802	-0.6738	5.8833	0.18175
1	803	-0.6742	5.8828	0.18176
1	804	-0.6746	5.8823	0.18178
1	805	-0.675	5.8817	0.18179
1	806	-0.6754	5.8812	0.1818
1	807	-0.6758	5.8807	0.18181
1	808	-0.6761	5.8801	0.18182
1	809	-0.6765	5.8796	0.18184
1	810	-0.6769	5.8791	0.18185
1	811	-0.6773	5.8785	0.18186
1	812	-0.6777	5.878	0.18187
1	813	-0.6781	5.8775	0.18189
1	814	-0.6785	5.8769	0.1819
1	815	-0.6789	5.8764	0.18191
1	816	-0.6793	5.8759	0.18192
1	817	-0.6797	5.8754	0.18194
1	818	-0.6801	5.8749	0.18195
1	819	-0.6805	5.8743	0.18196
1	820	-0.6809	5.8738	0.18197
1	821	-0.6813	5.8733	0.18198
1	822	-0.6817	5.8728	0.182
1	823	-0.6821	5.8723	0.18201
1	824	-0.6825	5.8717	0.18202
1	825	-0.6829	5.8712	0.18203
1	826	-0.6832	5.8707	0.18205
1	827	-0.6836	5.8702	0.18206
1	828	-0.684	5.8697	0.18207
1	829	-0.6844	5.8692	0.18208
1	830	-0.6848	5.8687	0.1821
1	831	-0.6852	5.8682	0.18211
1	832	-0.6856	5.8677	0.18212
1	833	-0.686	5.8672	0.18213
1	834	-0.6864	5.8666	0.18214
1	835	-0.6868	5.8661	0.18216
1	836	-0.6872	5.8656	0.18217
1	837	-0.6876	5.8651	0.18218
1	838	-0.6879	5.8646	0.18219
1	839	-0.6883	5.8641	0.1822
1	840	-0.6887	5.8636	0.18222
1	841	-0.6891	5.8631	0.18223
1	842	-0.6895	5.8626	0.18224
1	843	-0.6899	5.8621	0.18225
1	844	-0.6903	5.8617	0.18227
1	845	-0.6907	5.8612	0.18228
1	846	-0.6911	5.8607	0.18229
1	847	-0.6915	5.8602	0.1823
1	848	-0.6918	5.8597	0.18231
1	849	-0.6922	5.8592	0.18233
1	850	-0.6926	5.8587	0.18234
1	851	-0.693	5.8582	0.18235
1	852	-0.6934	5.8577	0.18236
1	853	-0.6938	5.8572	0.18238
1	854	-0.6942	5.8567	0.18239
1	855	-0.6946	5.8563	0.1824
1	856	-0.695	5.8558	0.18241
1	857	-0.6953	5.8553	0.18242
1	858	-0.6957	5.8548	0.18244
1	859	-0.6961	5.8543	0.18245
1	860	-0.6965	5.8538	0.18246
1	861	-0.6969	5.8534	0.18247
1	862	-0.6973	5.8529	0.18248
1	863	-0.6977	5.8524	0.1825
1	864	-0.6981	5.8519	0.18251
1	865	-0.6984	5.8514	0.18252
1	866	-0.6988	5.851	0.18253
1	867	-0.6992	5.8505	0.18254
1	868	-0.6996	5.85	0.18256
1	869	-0.7	5.8495	0.18257
1	870	-0.7004	5.849	0.18258
1	871	-0.7008	5.8486	0.18259
1	872	-0.7011	5.8481	0.1826
1	873	-0.7015	5.8476	0.18262
1	874	-0.7019	5.8472	0.18263
1	875	-0.7023	5.8467	0.18264
1	876	-0.7027	5.8462	0.18265
1	877	-0.7031	5.8457	0.18266
1	878	-0.7035	5.8453	0.18268
1	879	-0.7038	5.8448	0.18269
1	880	-0.7042	5.8443	0.1827
1	881	-0.7046	5.8439	0.18271
1	882	-0.705	5.8434	0.18272
1	883	-0.7054	5.8429	0.18274
1	884	-0.7058	5.8424	0.18275
1	885	-0.7061	5.842	0.18276
1	886	-0.7065	5.8415	0.18277
1	887	-0.7069	5.841	0.18278
1	888	-0.7073	5.8406	0.1828
1	889	-0.7077	5.8401	0.18281
1	890	-0.7081	5.8396	0.18282
1	891	-0.7084	5.8392	0.18283
1	892	-0.7088	5.8387	0.18284
1	893	-0.7092	5.8382	0.18286
1	894	-0.7096	5.8378	0.18287
1	895	-0.71	5.8373	0.18288
1	896	-0.7104	5.8369	0.18289
1	897	-0.7107	5.8364	0.1829
1	898	-0.7111	5.8359	0.18292
1	899	-0.7115	5.8355	0.18293
1	900	-0.7119	5.835	0.18294
1	901	-0.7123	5.8345	0.18295
1	902	-0.7126	5.8341	0.18296
1	903	-0.713	5.8336	0.18297
1	904	-0.7134	5.8332	0.18299
1	905	-0.7138	5.8327	0.183
1	906	-0.7142	5.8322	0.18301
1	907	-0.7145	5.8318	0.18302
1	908	-0.7149	5.8313	0.18303
1	909	-0.7153	5.8309	0.18305
1	910	-0.7157	5.8304	0.18306
1	911	-0.7161	5.8299	0.18307
1	912	-0.7164	5.8295	0.18308
1	913	-0.7168	5.829	0.18309
1	914	-0.7172	5.8286	0.1831
1	915	-0.7176	5.8281	0.18312
1	916	-0.718	5.8276	0.18313
1	917	-0.7183	5.8272	0.18314
1	918	-0.7187	5.8267	0.18315
1	919	-0.7191	5.8263	0.18316
1	920	-0.7195	5.8258	0.18318
1	921	-0.7199	5.8253	0.18319
1	922	-0.7202	5.8249	0.1832
1	923	-0.7206	5.8244	0.18321
1	924	-0.721	5.824	0.18322
1	925	-0.7214	5.8235	0.18323
1	926	-0.7217	5.8231	0.18325
1	927	-0.7221	5.8226	0.18326
1	928	-0.7225	5.8221	0.18327
1	929	-0.7229	5.8217	0.18328
1	930	-0.7232	5.8212	0.18329
1	931	-0.7236	5.8208	0.18331
1	932	-0.724	5.8203	0.18332
1	933	-0.7244	5.8199	0.18333
1	934	-0.7248	5.8194	0.18334
1	935	-0.7251	5.8189	0.18335
1	936	-0.7255	5.8185	0.18336
1	937	-0.7259	5.818	0.18338
1	938	-0.7263	5.8176	0.18339
1	939	-0.7266	5.8171	0.1834
1	940	-0.727	5.8167	0.18341
1	941	-0.7274	5.8162	0.18342
1	942	-0.7278	5.8157	0.18343
1	943	-0.7281	5.8153	0.18345
1	944	-0.7285	5.8148	0.18346
1	945	-0.7289	5.8144	0.18347
1	946	-0.7293	5.8139	0.18348
1	947	-0.7296	5.8135	0.18349
1	948	-0.73	5.813	0.1835
1	949	-0.7304	5.8125	0.18352
1	950	-0.7308	5.8121	0.18353
1	951	-0.7311	5.8116	0.18354
1	952	-0.7315	5.8112	0.18355
1	953	-0.7319	5.8107	0.18356
1	954	-0.7323	5.8103	0.18357
1	955	-0.7326	5.8098	0.18359
1	956	-0.733	5.8093	0.1836
1	957	-0.7334	5.8089	0.18361
1	958	-0.7337	5.8084	0.18362
1	959	-0.7341	5.808	0.18363
1	960	-0.7345	5.8075	0.18364
1	961	-0.7349	5.8071	0.18366
1	962	-0.7352	5.8066	0.18367
1	963	-0.7356	5.8061	0.18368
1	964	-0.736	5.8057	0.18369
1	965	-0.7364	5.8052	0.1837
1	966	-0.7367	5.8048	0.18371
1	967	-0.7371	5.8043	0.18373
1	968	-0.7375	5.8038	0.18374
1	969	-0.7378	5.8034	0.18375
1	970	-0.7382	5.8029	0.18376
1	971	-0.7386	5.8025	0.18377
1	972	-0.739	5.802	0.18378
1	973	-0.7393	5.8015	0.18379
1	974	-0.7397	5.8011	0.18381
1	975	-0.7401	5.8006	0.18382
1	976	-0.7404	5.8002	0.18383
1	977	-0.7408	5.7997	0.18384
1	978	-0.7412	5.7993	0.18385
1	979	-0.7415	5.7988	0.18386
1	980	-0.7419	5.7983	0.18388
1	981	-0.7423	5.7979	0.18389
1	982	-0.7427	5.7974	0.1839
1	983	-0.743	5.797	0.18391
1	984	-0.7434	5.7965	0.18392
1	985	-0.7438	5.796	0.18393
1	986	-0.7441	5.7956	0.18394
1	987	-0.7445	5.7951	0.18396
1	988	-0.7449	5.7946	0.18397
1	989	-0.7452	5.7942	0.18398
1	990	-0.7456	5.7937	0.18399
1	991	-0.746	5.7933	0.184
1	992	-0.7463	5.7928	0.18401
1	993	-0.7467	5.7923	0.18403
1	994	-0.7471	5.7919	0.18404
1	995	-0.7475	5.7914	0.18405
1	996	-0.7478	5.7909	0.18406
1	997	-0.7482	5.7905	0.18407
1	998	-0.7486	5.79	0.18408
1	999	-0.7489	5.7896	0.18409
1	1000	-0.7493	5.7891	0.18411
1	1001	-0.7497	5.7886	0.18412
1	1002	-0.75	5.7882	0.18413
1	1003	-0.7504	5.7877	0.18414
1	1004	-0.7508	5.7872	0.18415
1	1005	-0.7511	5.7868	0.18416
1	1006	-0.7515	5.7863	0.18417
1	1007	-0.7519	5.7858	0.18419
1	1008	-0.7522	5.7854	0.1842
1	1009	-0.7526	5.7849	0.18421
1	1010	-0.753	5.7844	0.18422
1	1011	-0.7533	5.784	0.18423
1	1012	-0.7537	5.7835	0.18424
1	1013	-0.7541	5.783	0.18425
1	1014	-0.7544	5.7825	0.18427
1	1015	-0.7548	5.7821	0.18428
1	1016	-0.7552	5.7816	0.18429
1	1017	-0.7555	5.7811	0.1843
1	1018	-0.7559	5.7807	0.18431
1	1019	-0.7562	5.7802	0.18432
1	1020	-0.7566	5.7797	0.18433
1	1021	-0.757	5.7793	0.18435
1	1022	-0.7573	5.7788	0.18436
1	1023	-0.7577	5.7783	0.18437
1	1024	-0.7581	5.7778	0.18438
1	1025	-0.7584	5.7774	0.18439
1	1026	-0.7588	5.7769	0.1844
1	1027	-0.7592	5.7764	0.18441
1	1028	-0.7595	5.7759	0.18443
1	1029	-0.7599	5.7755	0.18444
1	1030	-0.7603	5.775	0.18445
1	1031	-0.7606	5.7745	0.18446
1	1032	-0.761	5.774	0.18447
1	1033	-0.7613	5.7736	0.18448
1	1034	-0.7617	5.7731	0.18449
1	1035	-0.7621	5.7726	0.1845
1	1036	-0.7624	5.7721	0.18452
1	1037	-0.7628	5.7717	0.18453
1	1038	-0.7632	5.7712	0.18454
1	1039	-0.7635	5.7707	0.18455
1	1040	-0.7639	5.7702	0.18456
1	1041	-0.7642	5.7697	0.18457
1	1042	-0.7646	5.7693	0.18458
1	1043	-0.765	5.7688	0.18459
1	1044	-0.7653	5.7683	0.18461
1	1045	-0.7657	5.7678	0.18462
1	1046	-0.7661	5.7673	0.18463
1	1047	-0.7664	5.7669	0.18464
1	1048	-0.7668	5.7664	0.18465
1	1049	-0.7671	5.7659	0.18466
1	1050	-0.7675	5.7654	0.18467
1	1051	-0.7679	5.7649	0.18469
1	1052	-0.7682	5.7644	0.1847
1	1053	-0.7686	5.764	0.18471
1	1054	-0.7689	5.7635	0.18472
1	1055	-0.7693	5.763	0.18473
1	1056	-0.7697	5.7625	0.18474
1	1057	-0.77	5.762	0.18475
1	1058	-0.7704	5.7615	0.18476
1	1059	-0.7708	5.761	0.18477
1	1060	-0.7711	5.7606	0.18479
1	1061	-0.7715	5.7601	0.1848
1	1062	-0.7718	5.7596	0.18481
1	1063	-0.7722	5.7591	0.18482
1	1064	-0.7726	5.7586	0.18483
1	1065	-0.7729	5.7581	0.18484
1	1066	-0.7733	5.7576	0.18485
1	1067	-0.7736	5.7572	0.18486
1	1068	-0.774	5.7567	0.18488
1	1069	-0.7743	5.7562	0.18489
1	1070	-0.7747	5.7557	0.1849
1	1071	-0.7751	5.7552	0.18491
1	1072	-0.7754	5.7547	0.18492
1	1073	-0.7758	5.7542	0.18493
1	1074	-0.7761	5.7537	0.18494
1	1075	-0.7765	5.7532	0.18495
1	1076	-0.7769	5.7527	0.18497
1	1077	-0.7772	5.7523	0.18498
1	1078	-0.7776	5.7518	0.18499
1	1079	-0.7779	5.7513	0.185
1	1080	-0.7783	5.7508	0.18501
1	1081	-0.7786	5.7503	0.18502
1	1082	-0.779	5.7498	0.18503
1	1083	-0.7794	5.7493	0.18504
1	1084	-0.7797	5.7488	0.18505
1	1085	-0.7801	5.7483	0.18507
1	1086	-0.7804	5.7478	0.18508
1	1087	-0.7808	5.7473	0.18509
1	1088	-0.7811	5.7468	0.1851
1	1089	-0.7815	5.7463	0.18511
1	1090	-0.7819	5.7458	0.18512
1	1091	-0.7822	5.7453	0.18513
1	1092	-0.7826	5.7449	0.18514
1	1093	-0.7829	5.7444	0.18515
1	1094	-0.7833	5.7439	0.18517
1	1095	-0.7836	5.7434	0.18518
1	1096	-0.784	5.7429	0.18519
1	1097	-0.7844	5.7424	0.1852
1	1098	-0.7847	5.7419	0.18521
1	1099	-0.7851	5.7414	0.18522
1	1100	-0.7854	5.7409	0.18523
1	1101	-0.7858	5.7404	0.18524
1	1102	-0.7861	5.7399	0.18525
1	1103	-0.7865	5.7394	0.18527
1	1104	-0.7868	5.7389	0.18528
1	1105	-0.7872	5.7384	0.18529
1	1106	-0.7875	5.7379	0.1853
1	1107	-0.7879	5.7374	0.18531
1	1108	-0.7883	5.7369	0.18532
1	1109	-0.7886	5.7364	0.18533
1	1110	-0.789	5.7359	0.18534
1	1111	-0.7893	5.7354	0.18535
1	1112	-0.7897	5.7349	0.18537
1	1113	-0.79	5.7344	0.18538
1	1114	-0.7904	5.7339	0.18539
1	1115	-0.7907	5.7334	0.1854
1	1116	-0.7911	5.7329	0.18541
1	1117	-0.7914	5.7324	0.18542
1	1118	-0.7918	5.7319	0.18543
1	1119	-0.7921	5.7314	0.18544
1	1120	-0.7925	5.7309	0.18545
1	1121	-0.7929	5.7304	0.18546
1	1122	-0.7932	5.7299	0.18548
1	1123	-0.7936	5.7294	0.18549
1	1124	-0.7939	5.7289	0.1855
1	1125	-0.7943	5.7284	0.18551
1	1126	-0.7946	5.7279	0.18552
1	1127	-0.795	5.7274	0.18553
1	1128	-0.7953	5.7269	0.18554
1	1129	-0.7957	5.7264	0.18555
1	1130	-0.796	5.7259	0.18556
1	1131	-0.7964	5.7254	0.18557
1	1132	-0.7967	5.7249	0.18559
1	1133	-0.7971	5.7244	0.1856
1	1134	-0.7974	5.7239	0.18561
1	1135	-0.7978	5.7234	0.18562
1	1136	-0.7981	5.7229	0.18563
1	1137	-0.7985	5.7224	0.18564
1	1138	-0.7988	5.7219	0.18565
1	1139	-0.7992	5.7214	0.18566
1	1140	-0.7995	5.7209	0.18567
1	1141	-0.7999	5.7204	0.18568
1	1142	-0.8002	5.7199	0.18569
1	1143	-0.8006	5.7194	0.18571
1	1144	-0.8009	5.7189	0.18572
1	1145	-0.8013	5.7184	0.18573
1	1146	-0.8016	5.7179	0.18574
1	1147	-0.802	5.7174	0.18575
1	1148	-0.8023	5.7169	0.18576
1	1149	-0.8027	5.7163	0.18577
1	1150	-0.803	5.7158	0.18578
1	1151	-0.8034	5.7153	0.18579
1	1152	-0.8037	5.7148	0.1858
1	1153	-0.8041	5.7143	0.18581
1	1154	-0.8044	5.7138	0.18583
1	1155	-0.8048	5.7133	0.18584
1	1156	-0.8051	5.7128	0.18585
1	1157	-0.8055	5.7123	0.18586
1	1158	-0.8058	5.7118	0.18587
1	1159	-0.8062	5.7113	0.18588
1	1160	-0.8065	5.7108	0.18589
1	1161	-0.8069	5.7103	0.1859
1	1162	-0.8072	5.7098	0.18591
1	1163	-0.8076	5.7093	0.18592
1	1164	-0.8079	5.7088	0.18593
1	1165	-0.8083	5.7083	0.18595
1	1166	-0.8086	5.7078	0.18596
1	1167	-0.809	5.7073	0.18597
1	1168	-0.8093	5.7068	0.18598
1	1169	-0.8097	5.7063	0.18599
1	1170	-0.81	5.7057	0.186
1	1171	-0.8104	5.7052	0.18601
1	1172	-0.8107	5.7047	0.18602
1	1173	-0.8111	5.7042	0.18603
1	1174	-0.8114	5.7037	0.18604
1	1175	-0.8118	5.7032	0.18605
1	1176	-0.8121	5.7027	0.18606
1	1177	-0.8125	5.7022	0.18608
1	1178	-0.8128	5.7017	0.18609
1	1179	-0.8132	5.7012	0.1861
1	1180	-0.8135	5.7007	0.18611
1	1181	-0.8138	5.7002	0.18612
1	1182	-0.8142	5.6997	0.18613
1	1183	-0.8145	5.6991	0.18614
1	1184	-0.8149	5.6986	0.18615
1	1185	-0.8152	5.6981	0.18616
1	1186	-0.8156	5.6976	0.18617
1	1187	-0.8159	5.6971	0.18618
1	1188	-0.8163	5.6966	0.18619
1	1189	-0.8166	5.6961	0.18621
1	1190	-0.817	5.6956	0.18622
1	1191	-0.8173	5.6951	0.18623
1	1192	-0.8177	5.6946	0.18624
1	1193	-0.818	5.6941	0.18625
1	1194	-0.8183	5.6935	0.18626
1	1195	-0.8187	5.693	0.18627
1	1196	-0.819	5.6925	0.18628
1	1197	-0.8194	5.692	0.18629
1	1198	-0.8197	5.6915	0.1863
1	1199	-0.8201	5.691	0.18631
1	1200	-0.8204	5.6905	0.18632
1	1201	-0.8208	5.69	0.18633
1	1202	-0.8211	5.6895	0.18635
1	1203	-0.8214	5.689	0.18636
1	1204	-0.8218	5.6884	0.18637
1	1205	-0.8221	5.6879	0.18638
1	1206	-0.8225	5.6874	0.18639
1	1207	-0.8228	5.6869	0.1864
1	1208	-0.8232	5.6864	0.18641
1	1209	-0.8235	5.6859	0.18642
1	1210	-0.8239	5.6854	0.18643
1	1211	-0.8242	5.6849	0.18644
1	1212	-0.8245	5.6843	0.18645
1	1213	-0.8249	5.6838	0.18646
1	1214	-0.8252	5.6833	0.18647
1	1215	-0.8256	5.6828	0.18648
1	1216	-0.8259	5.6823	0.1865
1	1217	-0.8263	5.6818	0.18651
1	1218	-0.8266	5.6813	0.18652
1	1219	-0.8269	5.6808	0.18653
1	1220	-0.8273	5.6802	0.18654
1	1221	-0.8276	5.6797	0.18655
1	1222	-0.828	5.6792	0.18656
1	1223	-0.8283	5.6787	0.18657
1	1224	-0.8287	5.6782	0.18658
1	1225	-0.829	5.6777	0.18659
1	1226	-0.8293	5.6772	0.1866
1	1227	-0.8297	5.6766	0.18661
1	1228	-0.83	5.6761	0.18662
1	1229	-0.8304	5.6756	0.18663
1	1230	-0.8307	5.6751	0.18664
1	1231	-0.8311	5.6746	0.18666
1	1232	-0.8314	5.6741	0.18667
1	1233	-0.8317	5.6736	0.18668
1	1234	-0.8321	5.673	0.18669
1	1235	-0.8324	5.6725	0.1867
1	1236	-0.8328	5.672	0.18671
1	1237	-0.8331	5.6715	0.18672
1	1238	-0.8334	5.671	0.18673
1	1239	-0.8338	5.6705	0.18674
1	1240	-0.8341	5.67	0.18675
1	1241	-0.8345	5.6694	0.18676
1	1242	-0.8348	5.6689	0.18677
1	1243	-0.8351	5.6684	0.18678
1	1244	-0.8355	5.6679	0.18679
1	1245	-0.8358	5.6674	0.1868
1	1246	-0.8362	5.6668	0.18682
1	1247	-0.8365	5.6663	0.18683
1	1248	-0.8368	5.6658	0.18684
1	1249	-0.8372	5.6653	0.18685
1	1250	-0.8375	5.6648	0.18686
1	1251	-0.8379	5.6643	0.18687
1	1252	-0.8382	5.6637	0.18688
1	1253	-0.8385	5.6632	0.18689
1	1254	-0.8389	5.6627	0.1869
1	1255	-0.8392	5.6622	0.18691
1	1256	-0.8396	5.6617	0.18692
1	1257	-0.8399	5.6611	0.18693
1	1258	-0.8402	5.6606	0.18694
1	1259	-0.8406	5.6601	0.18695
1	1260	-0.8409	5.6596	0.18696
1	1261	-0.8413	5.6591	0.18697
1	1262	-0.8416	5.6585	0.18698
1	1263	-0.8419	5.658	0.18699
1	1264	-0.8423	5.6575	0.18701
1	1265	-0.8426	5.657	0.18702
1	1266	-0.8429	5.6565	0.18703
1	1267	-0.8433	5.6559	0.18704
1	1268	-0.8436	5.6554	0.18705
1	1269	-0.844	5.6549	0.18706
1	1270	-0.8443	5.6544	0.18707
1	1271	-0.8446	5.6538	0.18708
1	1272	-0.845	5.6533	0.18709
1	1273	-0.8453	5.6528	0.1871
1	1274	-0.8457	5.6523	0.18711
1	1275	-0.846	5.6518	0.18712
1	1276	-0.8463	5.6512	0.18713
1	1277	-0.8467	5.6507	0.18714
1	1278	-0.847	5.6502	0.18715
1	1279	-0.8473	5.6497	0.18716
1	1280	-0.8477	5.6491	0.18717
1	1281	-0.848	5.6486	0.18718
1	1282	-0.8484	5.6481	0.1872
1	1283	-0.8487	5.6475	0.18721
1	1284	-0.849	5.647	0.18722
1	1285	-0.8494	5.6465	0.18723
1	1286	-0.8497	5.646	0.18724
1	1287	-0.85	5.6454	0.18725
1	1288	-0.8504	5.6449	0.18726
1	1289	-0.8507	5.6444	0.18727
1	1290	-0.851	5.6439	0.18728
1	1291	-0.8514	5.6433	0.18729
1	1292	-0.8517	5.6428	0.1873
1	1293	-0.8521	5.6423	0.18731
1	1294	-0.8524	5.6417	0.18732
1	1295	-0.8527	5.6412	0.18733
1	1296	-0.8531	5.6407	0.18734
1	1297	-0.8534	5.6402	0.18735
1	1298	-0.8537	5.6396	0.18736
1	1299	-0.8541	5.6391	0.18737
1	1300	-0.8544	5.6386	0.18738
1	1301	-0.8547	5.638	0.18739
1	1302	-0.8551	5.6375	0.1874
1	1303	-0.8554	5.637	0.18742
1	1304	-0.8557	5.6364	0.18743
1	1305	-0.8561	5.6359	0.18744
1	1306	-0.8564	5.6354	0.18745
1	1307	-0.8567	5.6348	0.18746
1	1308	-0.8571	5.6343	0.18747
1	1309	-0.8574	5.6338	0.18748
1	1310	-0.8577	5.6332	0.18749
1	1311	-0.8581	5.6327	0.1875
1	1312	-0.8584	5.6322	0.18751
1	1313	-0.8588	5.6316	0.18752
1	1314	-0.8591	5.6311	0.18753
1	1315	-0.8594	5.6305	0.18754
1	1316	-0.8598	5.63	0.18755
1	1317	-0.8601	5.6295	0.18756
1	1318	-0.8604	5.6289	0.18757
1	1319	-0.8608	5.6284	0.18758
1	1320	-0.8611	5.6279	0.18759
1	1321	-0.8614	5.6273	0.1876
1	1322	-0.8618	5.6268	0.18761
1	1323	-0.8621	5.6262	0.18762
1	1324	-0.8624	5.6257	0.18763
1	1325	-0.8628	5.6252	0.18764
1	1326	-0.8631	5.6246	0.18765
1	1327	-0.8634	5.6241	0.18766
1	1328	-0.8638	5.6235	0.18768
1	1329	-0.8641	5.623	0.18769
1	1330	-0.8644	5.6224	0.1877
1	1331	-0.8647	5.6219	0.18771
1	1332	-0.8651	5.6214	0.18772
1	1333	-0.8654	5.6208	0.18773
1	1334	-0.8657	5.6203	0.18774
1	1335	-0.8661	5.6197	0.18775
1	1336	-0.8664	5.6192	0.18776
1	1337	-0.8667	5.6186	0.18777
1	1338	-0.8671	5.6181	0.18778
1	1339	-0.8674	5.6175	0.18779
1	1340	-0.8677	5.617	0.1878
1	1341	-0.8681	5.6164	0.18781
1	1342	-0.8684	5.6159	0.18782
1	1343	-0.8687	5.6153	0.18783
1	1344	-0.8691	5.6148	0.18784
1	1345	-0.8694	5.6143	0.18785
1	1346	-0.8697	5.6137	0.18786
1	1347	-0.8701	5.6132	0.18787
1	1348	-0.8704	5.6126	0.18788
1	1349	-0.8707	5.6121	0.18789
1	1350	-0.8711	5.6115	0.1879
1	1351	-0.8714	5.611	0.18791
1	1352	-0.8717	5.6104	0.18792
1	1353	-0.872	5.6098	0.18793
1	1354	-0.8724	5.6093	0.18794
1	1355	-0.8727	5.6087	0.18795
1	1356	-0.873	5.6082	0.18796
1	1357	-0.8734	5.6076	0.18798
1	1358	-0.8737	5.6071	0.18799
1	1359	-0.874	5.6065	0.188
1	1360	-0.8744	5.606	0.18801
1	1361	-0.8747	5.6054	0.18802
1	1362	-0.875	5.6049	0.18803
1	1363	-0.8753	5.6043	0.18804
1	1364	-0.8757	5.6037	0.18805
1	1365	-0.876	5.6032	0.18806
1	1366	-0.8763	5.6026	0.18807
1	1367	-0.8767	5.6021	0.18808
1	1368	-0.877	5.6015	0.18809
1	1369	-0.8773	5.601	0.1881
1	1370	-0.8776	5.6004	0.18811
1	1371	-0.878	5.5998	0.18812
1	1372	-0.8783	5.5993	0.18813
1	1373	-0.8786	5.5987	0.18814
1	1374	-0.879	5.5982	0.18815
1	1375	-0.8793	5.5976	0.18816
1	1376	-0.8796	5.597	0.18817
1	1377	-0.88	5.5965	0.18818
1	1378	-0.8803	5.5959	0.18819
1	1379	-0.8806	5.5954	0.1882
1	1380	-0.8809	5.5948	0.18821
1	1381	-0.8813	5.5942	0.18822
1	1382	-0.8816	5.5937	0.18823
1	1383	-0.8819	5.5931	0.18824
1	1384	-0.8822	5.5925	0.18825
1	1385	-0.8826	5.592	0.18826
1	1386	-0.8829	5.5914	0.18827
1	1387	-0.8832	5.5908	0.18828
1	1388	-0.8836	5.5903	0.18829
1	1389	-0.8839	5.5897	0.1883
1	1390	-0.8842	5.5891	0.18831
1	1391	-0.8845	5.5886	0.18832
1	1392	-0.8849	5.588	0.18833
1	1393	-0.8852	5.5874	0.18834
1	1394	-0.8855	5.5869	0.18835
1	1395	-0.8859	5.5863	0.18836
1	1396	-0.8862	5.5857	0.18837
1	1397	-0.8865	5.5852	0.18838
1	1398	-0.8868	5.5846	0.1884
1	1399	-0.8872	5.584	0.18841
1	1400	-0.8875	5.5835	0.18842
1	1401	-0.8878	5.5829	0.18843
1	1402	-0.8881	5.5823	0.18844
1	1403	-0.8885	5.5818	0.18845
1	1404	-0.8888	5.5812	0.18846
1	1405	-0.8891	5.5806	0.18847
1	1406	-0.8894	5.58	0.18848
1	1407	-0.8898	5.5795	0.18849
1	1408	-0.8901	5.5789	0.1885
1	1409	-0.8904	5.5783	0.18851
1	1410	-0.8907	5.5777	0.18852
1	1411	-0.8911	5.5772	0.18853
1	1412	-0.8914	5.5766	0.18854
1	1413	-0.8917	5.576	0.18855
1	1414	-0.8921	5.5755	0.18856
1	1415	-0.8924	5.5749	0.18857
1	1416	-0.8927	5.5743	0.18858
1	1417	-0.893	5.5737	0.18859
1	1418	-0.8934	5.5732	0.1886
1	1419	-0.8937	5.5726	0.18861
1	1420	-0.894	5.572	0.18862
1	1421	-0.8943	5.5714	0.18863
1	1422	-0.8947	5.5709	0.18864
1	1423	-0.895	5.5703	0.18865
1	1424	-0.8953	5.5697	0.18866
1	1425	-0.8956	5.5691	0.18867
1	1426	-0.896	5.5685	0.18868
1	1427	-0.8963	5.568	0.18869
1	1428	-0.8966	5.5674	0.1887
1	1429	-0.8969	5.5668	0.18871
1	1430	-0.8972	5.5662	0.18872
1	1431	-0.8976	5.5657	0.18873
1	1432	-0.8979	5.5651	0.18874
1	1433	-0.8982	5.5645	0.18875
1	1434	-0.8985	5.5639	0.18876
1	1435	-0.8989	5.5633	0.18877
1	1436	-0.8992	5.5628	0.18878
1	1437	-0.8995	5.5622	0.18879
1	1438	-0.8998	5.5616	0.1888
1	1439	-0.9002	5.561	0.18881
1	1440	-0.9005	5.5604	0.18882
1	1441	-0.9008	5.5599	0.18883
1	1442	-0.9011	5.5593	0.18884
1	1443	-0.9015	5.5587	0.18885
1	1444	-0.9018	5.5581	0.18886
1	1445	-0.9021	5.5575	0.18887
1	1446	-0.9024	5.5569	0.18888
1	1447	-0.9028	5.5564	0.18889
1	1448	-0.9031	5.5558	0.1889
1	1449	-0.9034	5.5552	0.18891
1	1450	-0.9037	5.5546	0.18892
1	1451	-0.904	5.554	0.18893
1	1452	-0.9044	5.5534	0.18894
1	1453	-0.9047	5.5529	0.18895
1	1454	-0.905	5.5523	0.18896
1	1455	-0.9053	5.5517	0.18897
1	1456	-0.9057	5.5511	0.18898
1	1457	-0.906	5.5505	0.18899
1	1458	-0.9063	5.5499	0.189
1	1459	-0.9066	5.5494	0.18901
1	1460	-0.9069	5.5488	0.18902
1	1461	-0.9073	5.5482	0.18903
1	1462	-0.9076	5.5476	0.18904
1	1463	-0.9079	5.547	0.18905
1	1464	-0.9082	5.5464	0.18906
1	1465	-0.9085	5.5458	0.18907
1	1466	-0.9089	5.5453	0.18908
1	1467	-0.9092	5.5447	0.18909
1	1468	-0.9095	5.5441	0.1891
1	1469	-0.9098	5.5435	0.18911
1	1470	-0.9102	5.5429	0.18912
1	1471	-0.9105	5.5423	0.18913
1	1472	-0.9108	5.5417	0.18914
1	1473	-0.9111	5.5412	0.18915
1	1474	-0.9114	5.5406	0.18916
1	1475	-0.9118	5.54	0.18917
1	1476	-0.9121	5.5394	0.18918
1	1477	-0.9124	5.5388	0.18919
1	1478	-0.9127	5.5382	0.1892
